NTD ID,Legacy NTD ID,Agency,Mode,TOS,3 Mode,Status,Reporter Type,Organization Type,HQ City,HQ State,UACE CD,UZA Name,UZA SQ Miles, UZA Population , Service Area Population , Service Area SQ Miles ,Most Recent Report Year,FY End Month,FY End Year,Passenger Miles FY,Unlinked Passenger Trips FY,Avg Trip Length FY,Fares FY,Operating Expenses FY,Avg Cost Per Trip FY,Avg Fares Per Trip FY
00007,0007,Lane Transit District,MB,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,EUGENE,OR,28117,"Eugene, OR",73.49," 270,179 "," 317,600 ", 482 ,2022,6,2022,"10,614,948 ","2,830,785 ",4 ,"$2,026,857.00 ","$34,366,986.00 ",$12.14 ,$0.72 
00007,0007,Lane Transit District,MB,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,EUGENE,OR,28117,"Eugene, OR",73.49," 270,179 "," 317,600 ", 482 ,2022,6,2022,"261,147 ","10,102 ",26 ,"$18,197.00 ","$440,799.00 ",$43.63 ,$1.80 
00007,0007,Lane Transit District,RB,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,EUGENE,OR,28117,"Eugene, OR",73.49," 270,179 "," 317,600 ", 482 ,2022,6,2022,"5,413,539 ","2,144,978 ",3 ,"$1,773,161.00 ","$13,288,461.00 ",$6.20 ,$0.83 
00007,0007,Lane Transit District,VP,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,EUGENE,OR,28117,"Eugene, OR",73.49," 270,179 "," 317,600 ", 482 ,2022,6,2022,"359,527 ","6,548 ",55 ,"$39,340.00 ","$73,120.00 ",$11.17 ,$6.01 
00008,0008,Tri-County Metropolitan Transportation District of Oregon,CR,PT,Other,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,PORTLAND,OR,71317,"Portland, OR--WA",519.3," 2,104,238 "," 1,526,171 ", 378 ,2023,6,2023,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
00008,0008,Tri-County Metropolitan Transportation District of Oregon,DR,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,PORTLAND,OR,71317,"Portland, OR--WA",519.3," 2,104,238 "," 1,526,171 ", 378 ,2023,6,2023,"3,847,851 ","480,730 ",8 ,"$7,220,557.00 ","$41,651,594.00 ",$86.64 ,$15.02 
00008,0008,Tri-County Metropolitan Transportation District of Oregon,DR,TN,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,PORTLAND,OR,71317,"Portland, OR--WA",519.3," 2,104,238 "," 1,526,171 ", 378 ,2023,6,2023,"45,438 ","2,636 ",17 ,"$39,592.00 ","$238,366.00 ",$90.43 ,$15.02 
00008,0008,Tri-County Metropolitan Transportation District of Oregon,DR,TX,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,PORTLAND,OR,71317,"Portland, OR--WA",519.3," 2,104,238 "," 1,526,171 ", 378 ,2023,6,2023,"562,665 ","56,165 ",10 ,"$843,597.00 ","$3,775,701.00 ",$67.23 ,$15.02 
00008,0008,Tri-County Metropolitan Transportation District of Oregon,LR,DO,Rail,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,PORTLAND,OR,71317,"Portland, OR--WA",519.3," 2,104,238 "," 1,526,171 ", 378 ,2023,6,2023,"112,827,685 ","21,815,521 ",5 ,"$19,592,787.00 ","$210,004,456.00 ",$9.63 ,$0.90 
00008,0008,Tri-County Metropolitan Transportation District of Oregon,MB,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,PORTLAND,OR,71317,"Portland, OR--WA",519.3," 2,104,238 "," 1,526,171 ", 378 ,2023,6,2023,"113,234,575 ","34,970,137 ",3 ,"$28,981,321.00 ","$371,074,114.00 ",$10.61 ,$0.83 
00008,0008,Tri-County Metropolitan Transportation District of Oregon,SR,DO,Rail,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,PORTLAND,OR,71317,"Portland, OR--WA",519.3," 2,104,238 "," 1,526,171 ", 378 ,2023,6,2023,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
00008,0008,Tri-County Metropolitan Transportation District of Oregon,YR,PT,Rail,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,PORTLAND,OR,71317,"Portland, OR--WA",519.3," 2,104,238 "," 1,526,171 ", 378 ,2023,6,2023,"912,166 ","117,461 ",8 ,"$74,198.00 ","$10,472,327.00 ",$89.16 ,$0.63 
00011,0011,Valley Regional Transit,DR,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,MERIDIAN,ID,08785,"Boise City, ID",139.23," 433,180 "," 763,140 ", 66 ,2022,9,2022,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
00011,0011,Valley Regional Transit,DR,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,MERIDIAN,ID,08785,"Boise City, ID",139.23," 433,180 "," 763,140 ", 66 ,2022,9,2022,"629,159 ","108,138 ",6 ,"$85,943.00 ","$6,334,119.00 ",$58.57 ,$0.79 
00011,0011,Valley Regional Transit,MB,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,MERIDIAN,ID,08785,"Boise City, ID",139.23," 433,180 "," 763,140 ", 66 ,2022,9,2022,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
00011,0011,Valley Regional Transit,MB,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,MERIDIAN,ID,08785,"Boise City, ID",139.23," 433,180 "," 763,140 ", 66 ,2022,9,2022,"3,499,140 ","917,730 ",4 ,"$677,326.00 ","$13,183,401.00 ",$14.37 ,$0.74 
00012,0012,Municipality of Anchorage,DR,PT,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",ANCHORAGE,AK,02305,"Anchorage, AK",91.69," 249,252 "," 291,247 ", 77 ,2022,12,2022,"787,529 ","129,261 ",6 ,"$587,650.00 ","$5,843,154.00 ",$45.20 ,$4.55 
00012,0012,Municipality of Anchorage,MB,DO,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",ANCHORAGE,AK,02305,"Anchorage, AK",91.69," 249,252 "," 291,247 ", 77 ,2022,12,2022,"10,342,197 ","2,412,726 ",4 ,"$2,921,052.00 ","$30,885,551.00 ",$12.80 ,$1.21 
00012,0012,Municipality of Anchorage,MB,PT,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",ANCHORAGE,AK,02305,"Anchorage, AK",91.69," 249,252 "," 291,247 ", 77 ,2022,12,2022,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
00012,0012,Municipality of Anchorage,VP,PT,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",ANCHORAGE,AK,02305,"Anchorage, AK",91.69," 249,252 "," 291,247 ", 77 ,2022,12,2022,"7,799,636 ","189,684 ",41 ,"$1,400,709.00 ","$1,105,911.00 ",$5.83 ,$7.38 
00016,0016,RiverCities Transit,CB,DO,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",LONGVIEW,WA,51283,"Longview, WA--OR",35.19," 69,841 "," 61,598 ", 31 ,2022,12,2022,"6,252 ",521 ,12 ,$191.00 ,"$67,354.00 ",$129.28 ,$0.37 
00016,0016,RiverCities Transit,DR,PT,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",LONGVIEW,WA,51283,"Longview, WA--OR",35.19," 69,841 "," 61,598 ", 31 ,2022,12,2022,"92,627 ","30,214 ",3 ,"$19,475.00 ","$1,417,855.00 ",$46.93 ,$0.64 
00016,0016,RiverCities Transit,MB,DO,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",LONGVIEW,WA,51283,"Longview, WA--OR",35.19," 69,841 "," 61,598 ", 31 ,2022,12,2022,"880,567 ","205,740 ",4 ,"$100,439.00 ","$3,918,423.00 ",$19.05 ,$0.49 
00016,0016,RiverCities Transit,VP,DO,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",LONGVIEW,WA,51283,"Longview, WA--OR",35.19," 69,841 "," 61,598 ", 31 ,2022,12,2022,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
00018,0018,Ben Franklin Transit,DR,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,RICHLAND,WA,44479,"Kennewick--Richland--Pasco, WA",112.21," 255,401 "," 307,750 ", 616 ,2022,12,2022,"1,651,440 ","217,530 ",8 ,"$222,741.00 ","$13,754,378.00 ",$63.23 ,$1.02 
00018,0018,Ben Franklin Transit,DR,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,RICHLAND,WA,44479,"Kennewick--Richland--Pasco, WA",112.21," 255,401 "," 307,750 ", 616 ,2022,12,2022,"681,432 ","153,786 ",4 ,"$34,608.00 ","$3,247,759.00 ",$21.12 ,$0.23 
00018,0018,Ben Franklin Transit,DR,TX,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,RICHLAND,WA,44479,"Kennewick--Richland--Pasco, WA",112.21," 255,401 "," 307,750 ", 616 ,2022,12,2022,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
00018,0018,Ben Franklin Transit,MB,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,RICHLAND,WA,44479,"Kennewick--Richland--Pasco, WA",112.21," 255,401 "," 307,750 ", 616 ,2022,12,2022,"7,501,462 ","1,781,820 ",4 ,"$720,244.00 ","$26,588,389.00 ",$14.92 ,$0.40 
00018,0018,Ben Franklin Transit,VP,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,RICHLAND,WA,44479,"Kennewick--Richland--Pasco, WA",112.21," 255,401 "," 307,750 ", 616 ,2022,12,2022,"8,481,180 ","244,427 ",35 ,"$717,984.00 ","$1,658,143.00 ",$6.78 ,$2.94 
00019,0019,Intercity Transit,CB,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,OLYMPIA,WA,65242,"Olympia--Lacey, WA",106.21," 208,157 "," 200,200 ", 101 ,2022,12,2022,"1,632,015 ","82,960 ",20 ,$0.00 ,"$1,704,367.00 ",$20.54 ,$0.00 
00019,0019,Intercity Transit,DR,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,OLYMPIA,WA,65242,"Olympia--Lacey, WA",106.21," 208,157 "," 200,200 ", 101 ,2022,12,2022,"727,929 ","130,004 ",6 ,$0.00 ,"$15,612,495.00 ",$120.09 ,$0.00 
00019,0019,Intercity Transit,MB,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,OLYMPIA,WA,65242,"Olympia--Lacey, WA",106.21," 208,157 "," 200,200 ", 101 ,2022,12,2022,"10,526,715 ","2,885,836 ",4 ,$0.00 ,"$33,612,259.00 ",$11.65 ,$0.00 
00019,0019,Intercity Transit,VP,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,OLYMPIA,WA,65242,"Olympia--Lacey, WA",106.21," 208,157 "," 200,200 ", 101 ,2022,12,2022,"10,068,281 ","212,856 ",47 ,"$404,230.00 ","$2,730,894.00 ",$12.83 ,$1.90 
00020,0020,Kitsap Transit,DR,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,BREMERTON,WA,09946,"Bremerton, WA",146.91," 224,449 "," 254,183 ", 396 ,2022,12,2022,"1,335,850 ","224,028 ",6 ,"$183,803.00 ","$14,957,358.00 ",$66.77 ,$0.82 
00020,0020,Kitsap Transit,DR,TX,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,BREMERTON,WA,09946,"Bremerton, WA",146.91," 224,449 "," 254,183 ", 396 ,2022,12,2022,"39,624 ","3,199 ",12 ,"$6,398.00 ","$300,993.00 ",$94.09 ,$2.00 
00020,0020,Kitsap Transit,FB,DO,Ferry,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,BREMERTON,WA,09946,"Bremerton, WA",146.91," 224,449 "," 254,183 ", 396 ,2022,12,2022,"8,099,750 ","794,789 ",10 ,"$2,947,815.00 ","$17,702,830.00 ",$22.27 ,$3.71 
00020,0020,Kitsap Transit,FB,PT,Ferry,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,BREMERTON,WA,09946,"Bremerton, WA",146.91," 224,449 "," 254,183 ", 396 ,2022,12,2022,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
00020,0020,Kitsap Transit,MB,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,BREMERTON,WA,09946,"Bremerton, WA",146.91," 224,449 "," 254,183 ", 396 ,2022,12,2022,"5,824,210 ","1,103,948 ",5 ,"$2,001,125.00 ","$29,561,985.00 ",$26.78 ,$1.81 
00020,0020,Kitsap Transit,VP,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,BREMERTON,WA,09946,"Bremerton, WA",146.91," 224,449 "," 254,183 ", 396 ,2022,12,2022,"1,513,991 ","75,487 ",20 ,"$183,660.00 ","$1,018,301.00 ",$13.49 ,$2.43 
00021,0021,Whatcom Transportation Authority,DR,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,BELLINGHAM,WA,06652,"Bellingham, WA",50.13," 128,979 "," 231,471 ", 776 ,2022,12,2022,"826,807 ","168,956 ",5 ,"$76,252.00 ","$14,196,605.00 ",$84.03 ,$0.45 
00021,0021,Whatcom Transportation Authority,DR,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,BELLINGHAM,WA,06652,"Bellingham, WA",50.13," 128,979 "," 231,471 ", 776 ,2022,12,2022,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
00021,0021,Whatcom Transportation Authority,DR,TX,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,BELLINGHAM,WA,06652,"Bellingham, WA",50.13," 128,979 "," 231,471 ", 776 ,2022,12,2022,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
00021,0021,Whatcom Transportation Authority,MB,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,BELLINGHAM,WA,06652,"Bellingham, WA",50.13," 128,979 "," 231,471 ", 776 ,2022,12,2022,"8,485,521 ","2,913,033 ",3 ,"$1,416,699.00 ","$29,261,151.00 ",$10.04 ,$0.49 
00021,0021,Whatcom Transportation Authority,VP,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,BELLINGHAM,WA,06652,"Bellingham, WA",50.13," 128,979 "," 231,471 ", 776 ,2022,12,2022,"682,081 ","19,991 ",34 ,"$53,671.00 ","$144,395.00 ",$7.22 ,$2.68 
00022,0022,City of Pocatello,DR,DO,Bus,Inactive,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",POCATELLO,ID,70426,"Pocatello, ID",27.46," 72,211 "," 175,045 "," 5,460 ",2022,9,2022,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
00022,0022,City of Pocatello,MB,DO,Bus,Inactive,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",POCATELLO,ID,70426,"Pocatello, ID",27.46," 72,211 "," 175,045 "," 5,460 ",2022,9,2022,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
00023,0023,City of Seattle,MG,PT,Rail,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",SEATTLE,WA,80389,"Seattle--Tacoma, WA",982.52," 3,544,011 "," 753,655 ", 83 ,2022,12,2022,"1,470,556 ","1,633,951 ",1 ,"$4,319,228.00 ","$4,893,793.00 ",$3.00 ,$2.64 
00023,0023,City of Seattle,MO,PT,Rail,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",SEATTLE,WA,80389,"Seattle--Tacoma, WA",982.52," 3,544,011 "," 753,655 ", 83 ,2022,12,2022,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
00024,0024,Clark County Public Transportation Benefit Area Authority,CB,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,VANCOUVER,WA,71317,"Portland, OR--WA",519.3," 2,104,238 "," 448,388 ", 143 ,2022,12,2022,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
00024,0024,Clark County Public Transportation Benefit Area Authority,DR,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,VANCOUVER,WA,71317,"Portland, OR--WA",519.3," 2,104,238 "," 448,388 ", 143 ,2022,12,2022,"1,376,737 ","185,296 ",7 ,"$151,715.00 ","$15,211,238.00 ",$82.09 ,$0.82 
00024,0024,Clark County Public Transportation Benefit Area Authority,MB,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,VANCOUVER,WA,71317,"Portland, OR--WA",519.3," 2,104,238 "," 448,388 ", 143 ,2022,12,2022,"17,823,584 ","3,796,727 ",5 ,"$2,334,126.00 ","$47,490,144.00 ",$12.51 ,$0.61 
00024,0024,Clark County Public Transportation Benefit Area Authority,VP,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,VANCOUVER,WA,71317,"Portland, OR--WA",519.3," 2,104,238 "," 448,388 ", 143 ,2022,12,2022,"543,831 ","22,608 ",24 ,"$105,077.00 ","$308,857.00 ",$13.66 ,$4.65 
00025,0025,Salem Area Mass Transit District,DR,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,SALEM,OR,78229,"Salem, OR",72.68," 268,331 "," 230,118 ", 68 ,2022,6,2022,"391,398 ","71,900 ",5 ,"$509,055.00 ","$4,492,706.00 ",$62.49 ,$7.08 
00025,0025,Salem Area Mass Transit District,MB,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,SALEM,OR,78229,"Salem, OR",72.68," 268,331 "," 230,118 ", 68 ,2022,6,2022,"6,241,038 ","2,039,555 ",3 ,"$1,688,365.00 ","$32,358,719.00 ",$15.87 ,$0.83 
00025,0025,Salem Area Mass Transit District,MB,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,SALEM,OR,78229,"Salem, OR",72.68," 268,331 "," 230,118 ", 68 ,2022,6,2022,"897,073 ","63,368 ",14 ,"$136,837.00 ","$1,945,736.00 ",$30.71 ,$2.16 
00025,0025,Salem Area Mass Transit District,VP,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,SALEM,OR,78229,"Salem, OR",72.68," 268,331 "," 230,118 ", 68 ,2022,6,2022,"1,138,557 ","44,088 ",26 ,"$257,946.00 ","$238,952.00 ",$5.42 ,$5.85 
